"","Gemeinde","Gemeindeschluessel","Postleitzahl"
"2803","Staufenberg",3159034,"34355"
"2804","Osterwieck",15085230,"38835"
"2805","Bochum",5911000,"44879"
"2806","Untergriesbach",9275153,"94107"
"2807","Rülzheim",7334025,"76761"
"2808","Massing",9277133,"84323"
"2809","Tegernheim",9375204,"93105"
"2810","Minden",5770024,"32423"
"2811","Leipzig",14713000,"04357"
"2812","Dagebüll",1054022,"25899"
"2813","Schnaittenbach",9371150,"92253"
"2814","Schwaigern",8125086,"74193"
"2815","Bad Soden-Salmünster",6435002,"63628"
"2816","Rodenberg",3257032,"31552"
"2817","Neuenhagen bei Berlin",12064336,"15366"
"2818","Eilenburg",14730110,"04838"
"2819","Winterbach",7133115,"55595"
"2820","Gangelt",5370008,"52538"
"2821","Offenburg",8317096,"77652"
"2822","Ottersweier",8216041,"77833"
"2823","Salching",9278182,"94330"
"2824","Ratingen",5158028,"40882"
"2825","Niederwiesa",14522420,"09577"
"2826","Mitterfels",9278151,"94360"
"2827","Rasdorf",6631022,"36169"
"2828","Hohenwart",9186128,"86558"
"2829","Üchtelhausen",9678186,"97532"
"2830","Grimma",14729160,"04668"
"2831","Hunding",9271126,"94551"
"2832","Dirmstein",7332010,"67246"
"2833","Meerbusch",5162022,"40667"
"2834","Lübeck",1003000,"23570"
"2835","Berlin",11000000,"13581"
"2836","Winsen (Aller)",3351024,"29308"
"2837","Ascha",9278116,"94347"
"2838","Brühl",5362012,"50321"
"2839","Heidenheim",9577140,"91719"
"2840","Bischofsmais",9276116,"94253"
"2841","Künzelsau",8126046,"74653"
"2842","Heuchelheim-Klingen",7337040,"76831"
"2843","Homberg (Ohm)",6535009,"35315"
"2844","Dillingen a.d. Donau",9773125,"89407"
"2845","Remptendorf",16075134,"07368"
"2846","Wuppertal",5124000,"42109"
"2847","Eppenschlag",9272116,"94536"
"2848","Seubersdorf i.d. OPf.",9373160,"92358"
"2849","Hagen",5914000,"58256"
"2850","Dornstetten",8237019,"72280"
"2851","Neutraubling",9375174,"93073"
"2852","Lambsborn",7335201,"66894"
"2853","Bösenbrunn",14523060,"08606"
"2854","Kirchheim unter Teck",8116033,"73230"
"2855","Kleinblittersdorf",10041514,"66271"
"2856","Wang",9178155,"85368"
"2857","Iffeldorf",9190132,"82393"
"2858","Gülzow",13071060,"17153"
"2859","Halle (Saale)",15002000,"06120"
"2860","Lünne",3454034,"48480"
"2861","Auerbach",14521040,"09392"
"2862","Starzach",8416050,"72181"
"2863","Dittelsheim-Heßloch",7331015,"67596"
"2864","Wesel",5170048,"46485"
"2865","Frankenberg/Sa.",14522150,"09669"
"2866","Quedlinburg",15085235,"06484"
"2867","Aufhausen",9375115,"93089"
"2868","Gefrees",9472139,"95482"
"2869","Bautzen",14625020,"02625"
"2870","Karwitz",3354012,"29481"
"2871","Kamp-Lintfort",5170020,"47475"
"2872","Heuchlingen",8136029,"73572"
"2873","Oberstenfeld",8118060,"71720"
"2874","Ofterdingen",8416031,"72131"
"2875","Eutingen im Gäu",8237027,"72184"
"2876","Birlenbach",7141014,"65626"
"2877","Ellenhausen",7143015,"56242"
"2878","Witten",5954036,"58454"
"2879","Warthausen",8426128,"88447"
"2880","Inning a. Ammersee",9188126,"82266"
"2881","Möckmühl",8125063,"74219"
"2882","Hofkirchen",9275127,"94544"
"2883","Wolpertswende",8436087,"88284"
"2884","Wrist",1061116,"25563"
"2885","Mietingen",8426073,"88487"
"2886","Brannenburg",9187120,"83098"
"2887","Burgau",9774121,"89331"
"2888","Grenderich",7135037,"56858"
"2889","Markt Nordheim",9575146,"91478"
"2890","Linkenheim-Hochstetten",8215105,"76351"
"2891","Föhren",7235026,"54343"
"2892","Emstek",3453005,"49685"
"2893","Kalbsrieth",16065042,"06571"
"2894","Tuningen",8326061,"78609"
"2895","Elsterwerda",12062124,"04910"
"2896","Friedrichroda",16067019,"99894"
"2897","Ottweiler",10043115,"66564"
"2898","Heilbronn",8121000,"74076"
"2899","Frontenhausen",9279115,"84160"
"2900","Essel",3358007,"29690"
"2901","Gemünden",7143224,"56459"
"2902","Koldenbüttel",1054070,"25840"
"2903","Lindau (Bodensee)",9776116,"88131"
"2904","Ötigheim",8216039,"76470"
"2905","Schwanau",8317150,"77963"
"2906","Mindelheim",9778173,"87719"
"2907","Rothenbach",7143289,"56459"
"2908","Hagenbach",7334008,"76767"
"2909","Solingen",5122000,"42655"
"2910","Durbach",8317021,"77770"
"2911","München",9162000,"80935"
"2912","Guben",12071160,"03172"
"2913","Presseck",9477148,"95355"
"2914","Rottenburg am Neckar",8416036,"72108"
"2915","Gersheim",10045113,"66453"
"2916","Zschorlau",14521700,"08321"
"2917","Pförring",9176153,"85104"
"2918","Postmünster",9277139,"84389"
"2919","Giebelstadt",9679138,"97232"
"2920","Rendsburg",1058135,"24768"
"2921","Iserlohn",5962024,"58638"
"2922","Zeiskam",7334036,"67378"
"2923","Dellstedt",1051019,"25786"
"2924","Gera",16052000,"07554"
"2925","Rommerskirchen",5162028,"41569"
"2926","Großenlüder",6631011,"36137"
"2927","Ohlsbach",8317097,"77797"
"2928","Erdmannhausen",8118014,"71729"
"2929","Heustreu",9673133,"97618"
"2930","Schwall",7140140,"56281"
"2931","Datteln",5562008,"45711"
"2932","Waidhofen",9185166,"86579"
"2933","Leverkusen",5316000,"51371"
"2934","Zenting",9272152,"94579"
"2935","Rheinau",8317153,"77866"
"2936","Mariaposching",9278149,"94553"
"2937","Schwarzenfeld",9376163,"92521"
"2938","Stuttgart",8111000,"70329"
"2939","Wachenheim an der Weinstraße",7332046,"67157"
"2940","Konstanz",8335043,"78467"
"2941","Löbau",14626290,"02708"
"2942","Kollig",7137053,"56751"
"2943","Schopfheim",8336081,"79650"
"2944","Bielefeld",5711000,"33611"
"2945","Wiltingen",7235148,"54459"
"2946","Cuxhaven",3352011,"27476"
"2947","Diemelsee",6635007,"34519"
"2948","Greding",9576122,"91171"
"2949","München",9162000,"81479"
"2950","Neukirchen vorm Wald",9275135,"94154"
"2951","Bersenbrück",3459010,"49593"
"2952","Cottbus",12052000,"03053"
"2953","Waltenhofen",9780143,"87448"
"2954","Herrngiersdorf",9273127,"84097"
"2955","Gärtringen",8115015,"71116"
"2956","München",9162000,"81475"
"2957","Schimberg",16061113,"37308"
"2958","Siegburg",5382060,"53721"
"2959","Kaiserslautern",7312000,"67655"
"2960","Bondorf",8115004,"71149"
"2961","Delmenhorst",3401000,"27753"
"2962","Metten",9271132,"94526"
"2963","Berlin",11000000,"12524"
"2964","Ferschweiler",7232037,"54668"
"2965","Memmingen",9764000,"87700"
"2966","Pünderich",7135073,"56862"
"2967","Heimsheim",8236025,"71296"
"2968","Willingen",7143311,"56479"
"2969","Lindau",1058096,"24214"
"2970","Reichelsheim (Odenwald)",6437013,"64385"
"2971","Krempel",1051061,"25774"
"2972","Viechtach",9276144,"94234"
"2973","Röhrmoos",9174141,"85244"
"2974","Oberelsbach",9673149,"97656"
"2975","Köln",5315000,"50999"
"2976","Kammlach",9778180,"87754"
"2977","Höchst i. Odw.",6437009,"64739"
"2978","Plauen",14523320,"08527"
"2979","Staßfurt",15089310,"39418"
"2980","Weihmichl",9274187,"84107"
"2981","Pirmasens",7317000,"66954"
"2982","Rhede",5554048,"46414"
"2983","Jever",3455007,"26441"
"2984","Illschwang",9371131,"92278"
"2985","Konradsreuth",9475142,"95176"
"2986","Kitzscher",14729220,"04567"
"2987","Tiefenbach",9372163,"93464"
"2988","Traunreut",9189154,"83374"
"2989","Brünzow",13075018,"17509"
"2990","Großenaspe",1060027,"24623"
"2991","Dietersburg",9277114,"84378"
"2992","Tiefenbronn",8236062,"75233"
"2993","Gundelfingen a.d. Donau",9773136,"89423"
"2994","Neetze",3355026,"21398"
"2995","Liederbach am Taunus",6436010,"65835"
"2996","Fellbach",8119020,"70734"
"2997","Blaichach",9780115,"87544"
"2998","Gönnheim",7332022,"67161"
"2999","Timmaspe",1058163,"24644"
"3000","Reiferscheid",7132093,"57632"
"3001","Aldersbach",9275114,"94501"
"3002","Freiensteinau",6535004,"36399"
"3003","Gotha",16067029,"99867"
"3004","Gensingen",7339021,"55457"
"3005","Velbert",5158032,"42553"
"3006","Eschenburg",6532009,"35713"
"3007","Wahrenholz",3151036,"29399"
"3008","Maxdorf",7338018,"67133"
"3009","Altenriet",8116006,"72657"
"3010","Ebersbach an der Fils",8117018,"73061"
"3011","Bous",10044122,"66359"
"3012","Esslingen am Neckar",8116019,"73734"
"3013","Hüttisheim",8425064,"89185"
"3014","Waibstadt",8226091,"74915"
"3015","Külsheim",8128064,"97900"
"3016","Großenwiehe",1059115,"24969"
"3017","München",9162000,"81539"
"3018","Marnerdeich",1051073,"25709"
"3019","Kluse",3454025,"26892"
"3020","Niesgrau",1059148,"24395"
"3021","Elsendorf",9273163,"84094"
"3022","Bad Füssing",9275116,"94072"
"3023","Rehau",9475162,"95111"
"3024","Bad Abbach",9273116,"93077"
"3025","Doberschütz",14730080,"04838"
"3026","Zweibrücken",7320000,"66482"
"3027","Vilgertshofen",9181133,"86946"
"3028","Villingen-Schwenningen",8326074,"78048"
"3029","Thalmassing",9375205,"93107"
"3030","Bonn",5314000,"53125"
"3031","Kinsau",9181129,"86981"
"3032","Hannover",3241001,"30657"
"3033","Hohe Börde",15083298,"39343"
"3034","Minden",5770024,"32429"
"3035","Hamburg",2000000,"22589"
"3036","Sinzheim",8216049,"76547"
"3037","Sonnenbühl",8415091,"72820"
"3038","Großheirath",9473132,"96269"
"3039","Ludwigsburg",8118048,"71634"
"3040","Asbach",7138003,"53567"
"3041","Langensendelbach",9474146,"91094"
"3042","Sessenhausen",7143069,"56244"
"3043","Hamburg",2000000,"21149"
"3044","Wildpoldsried",9780147,"87499"
"3045","Billigheim-Ingenheim",7337007,"76831"
"3046","Bonn",5314000,"53129"
"3047","Ahlen",5570004,"59320"
"3048","Künzell",6631017,"36093"
"3049","Aalen",8136088,"73430"
"3050","Aichach",9771113,"86551"
"3051","Vaterstetten",9175132,"85598"
"3052","Pulheim",5362036,"50259"
"3053","Rattenkirchen",9183138,"84431"
"3054","Dassendorf",1053023,"21521"
"3055","Bad Lausick",14729010,"04651"
"3056","Berg im Gau",9185116,"86562"
"3057","Weilrod",6434013,"61276"
"3058","Nordstemmen",3254026,"31171"
"3059","Senftenberg",12066304,"01996"
"3060","Zweiflingen",8126094,"74639"
"3061","Langweid a. Lech",9772171,"86462"
"3062","Prezelle",3354020,"29491"
"3063","Fahrenbach",8225024,"74864"
"3064","Irndorf",8327027,"78597"
"3065","Oberreichenbach",8235055,"75394"
"3066","Hassel (Weser)",3256010,"27324"
"3067","Sommerach",9675169,"97334"
"3068","Traunstein",9189155,"83278"
"3069","Extertal",5766028,"32699"
"3070","Breitscheid",7138006,"53547"
"3071","Dassel",3155003,"37586"
"3072","Saarburg",7235118,"54439"
"3073","Stahnsdorf",12069604,"14532"
"3074","Baden-Baden",8211000,"76534"
"3075","Essingen",8136021,"73457"
"3076","Herbrechtingen",8135020,"89542"
"3077","Ölbronn-Dürrn",8236075,"75248"
"3078","Mainz",7315000,"55131"
"3079","Essen",5113000,"45141"
"3080","Aalen",8136088,"73431"
"3081","München",9162000,"80939"
"3082","Siegen",5970040,"57074"
"3083","Neunkirchen",10043114,"66539"
"3084","Schönberg",9272147,"94513"
"3085","Burgbrohl",7131202,"56659"
"3086","Flöha",14522140,"09557"
"3087","Merseburg",15088220,"06217"
"3088","Kriftel",6436009,"65830"
"3089","Winnweiler",7333503,"67722"
"3090","Hildesheim",3254021,"31135"
"3091","Hennweiler",7133043,"55619"
"3092","Althütte",8119004,"71566"
"3093","Ebermannstadt",9474121,"91320"
"3094","Nidderau",6435021,"61130"
"3095","Ampfing",9183112,"84539"
"3096","Münster",5515000,"48167"
"3097","Leverkusen",5316000,"51381"
"3098","Salzgitter",3102000,"38226"
"3099","Ratzeburg",1053100,"23909"
"3100","Mülheim-Kärlich",7137216,"56218"
"3101","Böhmenkirch",8117010,"89558"
"3102","Schwalmtal",6535017,"36318"
"3103","Plessa",12062372,"04928"
"3104","Wesseling",5362040,"50389"
"3105","Hilchenbach",5970020,"57271"
"3106","Geringswalde",14522190,"09326"
"3107","Bochum",5911000,"44809"
"3108","Grammetal",16071103,"99428"
"3109","Pfaffing",9187159,"83539"
"3110","Groitzsch",14729170,"04539"
"3111","Bohmte",3459013,"49163"
"3112","Rhönblick",16066093,"98617"
"3113","Stolberg (Rhld.)",5334032,"52222"
"3114","Gundersheim",7331036,"67598"
"3115","Weismain",9478176,"96260"
"3116","Maisach",9179134,"82216"
"3117","Aholfing",9278112,"94345"
"3118","Paderborn",5774032,"33104"
"3119","Drensteinfurt",5570016,"48317"
"3120","Wetzlar",6532023,"35578"
"3121","Mühbrook",1058108,"24582"
"3122","Dormagen",5162004,"41539"
"3123","Schönau",8226080,"69250"
"3124","Gottfrieding",9279116,"84177"
"3125","Niedermurach",9376148,"92545"
"3126","Überlingen",8435059,"88662"
"3127","Hettingen",8437047,"72513"
"3128","Bielefeld",5711000,"33647"
"3129","Hollenbach",9771140,"86568"
"3130","Halle (Westf.)",5754012,"33790"
"3131","Römerstein",8415088,"72587"
"3132","Langenfeld (Rhld.)",5158020,"40764"
"3133","Rockenhausen",7333502,"67806"
"3134","Haselau",1056019,"25489"
"3135","Wüschheim",7140166,"55471"
"3136","Vierkirchen",9174150,"85256"
"3137","Westerburg",7143308,"56457"
"3138","Reppenstedt",3355031,"21391"
"3139","Chemnitz",14511000,"09228"
"3140","Menden (Sauerland)",5962040,"58706"
"3141","Wincheringen",7235149,"54457"
"3142","Dresden",14612000,"01156"
"3143","Eislingen/Fils",8117019,"73054"
"3144","Bühlerzell",8127013,"74426"
"3145","Badenweiler",8315007,"79410"
"3146","Dickel",3251011,"49453"
"3147","Dürmentingen",8426035,"88525"
"3148","Caan",7143007,"56237"
"3149","Ehingen",9772134,"86678"
"3150","Jahnsdorf/Erzgeb.",14521310,"09387"
"3151","Marl",5562024,"45768"
"3152","Hannover",3241001,"30625"
"3153","Büchlberg",9275119,"94124"
"3154","Börger",3454005,"26904"
"3155","Riol",7235115,"54340"
"3156","Neu-Anspach",6434007,"61267"
"3157","Horperath",7233216,"56766"
"3158","Seelow",12064448,"15306"
"3159","Hirschaid",9471145,"96114"
"3160","Turnow-Preilack",12071401,"03185"
"3161","Flensburg",1001000,"24941"
"3162","Unterneukirchen",9171135,"84579"
"3163","Sankt Katharinen",7133088,"55595"
"3164","Vordorf",3151034,"38533"
"3165","Sommersdorf",15083485,"39365"
"3166","Brey",7137204,"56321"
"3167","Hettstadt",9679146,"97265"
"3168","Felsberg",6634003,"34587"
"3169","Wolfsburg",3103000,"38440"
"3170","Kaisersbach",8119037,"73667"
"3171","Oldenburg in Holstein",1055033,"23758"
"3172","Schwielochsee",12061450,"15913"
"3173","Niedernhall",8126060,"74676"
"3174","Bad Liebenstein",16063099,"36448"
"3175","Lübeck",1003000,"23558"
"3176","Auerbach/Vogtl.",14523020,"08209"
"3177","Sulzberg",9780140,"87477"
"3178","Schülldorf",1058146,"24790"
"3179","Merxheim",7133066,"55627"
"3180","Höheinöd",7340022,"66989"
"3181","Steinberg am See",9376168,"92449"
"3182","Glan-Münchweiler",7336031,"66907"
"3183","Sehestedt",1058152,"24814"
"3184","Burghaun",6631002,"36151"
"3185","Perlesreut",9272138,"94157"
"3186","Warmensteinach",9472198,"95485"
"3187","Dülmen",5558016,"48249"
"3188","Herne",5916000,"44651"
"3189","Dresden",14612000,"01328"
"3190","Laubach",6531010,"35321"
"3191","Reichersbeuern",9173140,"83677"
"3192","Rottenburg am Neckar",8416036,"72070"
"3193","Altötting",9171111,"84503"
"3194","Loitzendorf",9278147,"94359"
"3195","Obernburg a. Main",9676145,"63785"
"3196","Berlin",11000000,"12621"
"3197","Aurich",3452001,"26603"
"3198","Erkner",12067124,"15537"
"3199","Simmern/Hunsrück",7140144,"55469"
"3200","Neuburg a.d. Kammel",9774162,"86476"
"3201","Bergkamen",5978004,"59192"
"3202","Großpösna",14729190,"04463"
"3203","Ober-Hilbersheim",7339046,"55437"
"3204","Strausberg",12064472,"15344"
"3205","Affing",9771112,"86444"
"3206","Osnabrück",3404000,"49076"
"3207","Münchenbernsdorf",16076049,"07589"
"3208","Bärnau",9377112,"95671"
"3209","Oberkochen",8136050,"73447"
"3210","Dissen am Teutoburger Wald",3459015,"49201"
"3211","Osnabrück",3404000,"49086"
"3212","Mainz",7315000,"55128"
"3213","Römhild",16069062,"98630"
"3214","Lich",6531011,"35423"
"3215","Reinheim",6432019,"64354"
"3216","Meerane",14524190,"08393"
"3217","Korntal-Münchingen",8118080,"70825"
"3218","Hohwacht (Ostsee)",1057030,"24321"
"3219","Freiberg",14522180,"09599"
"3220","Augsburg",9761000,"86199"
"3221","Dietmannsried",9780119,"87463"
"3222","Kenn",7235060,"54344"
"3223","Breuberg",6437004,"64747"
"3224","Büchenbach",9576117,"91186"
"3225","Fürth",9563000,"90768"
"3226","Hartheim am Rhein",8315048,"79258"
"3227","Wiesent",9375209,"93109"
"3228","Immendingen",8327025,"78194"
"3229","Baienfurt",8436011,"88255"
"3230","Aicha vorm Wald",9275111,"94529"
"3231","Grebenhain",6535007,"36355"
"3232","Gerbrunn",9679136,"97218"
"3233","Koblenz",7111000,"56076"
"3234","Raddestorf",3256024,"31604"
"3235","Petting",9189135,"83367"
"3236","Ebern",9674130,"96106"
"3237","Ludwigshafen am Rhein",7314000,"67067"
"3238","Schwerte",5978028,"58239"
"3239","Dettingen an der Erms",8415014,"72581"
"3240","Treuen",14523430,"08233"
"3241","Jade",3461005,"26349"
"3242","Bad Arolsen",6635002,"34454"
"3243","Marburg",6534014,"35041"
"3244","Lenningen",8116079,"73252"
"3245","Zemmer",7235151,"54313"
"3246","Schweindorf",3462013,"26556"
"3247","Altenglan",7336003,"66885"
"3248","Sömmerda",16068051,"99610"
"3249","Unterreit",9183147,"83567"
"3250","Linden",1051068,"25791"
"3251","Horhausen (Westerwald)",7132055,"56593"
"3252","Vohenstrauß",9374162,"92648"
"3253","Ilsede",3157009,"31246"
"3254","Stelle",3353032,"21435"
"3255","Süsel",1055041,"23684"
"3256","Halle (Saale)",15002000,"06116"
"3257","Aachen",5334002,"52076"
"3258","Oberdischingen",8425088,"89610"
"3259","Erfweiler",7340009,"66996"
"3260","Freiburg im Breisgau",8311000,"79111"
"3261","Nellingen",8425084,"89191"
"3262","Stetten am kalten Markt",8437107,"72510"
"3263","Saulheim",7331058,"55291"
"3264","Höhbeck",3354010,"29478"
"3265","Langen (Hessen)",6438006,"63225"
"3266","Schwarzen",7140141,"55481"
"3267","Buchen (Odenwald)",8225014,"74722"
"3268","Stipshausen",7134087,"55758"
"3269","Hohenpeißenberg",9190130,"82383"
"3270","Klinkrade",1053068,"23898"
"3271","Auetal",3257003,"31749"
"3272","Hohenbrunn",9184129,"85521"
"3273","Langenselbold",6435017,"63505"
"3274","Tettenweis",9275149,"94167"
"3275","Einig",7137023,"56751"
"3276","Berngau",9373114,"92361"
"3277","Bad Berleburg",5970004,"57319"
"3278","Gars a. Inn",9183118,"83536"
"3279","Hüblingen",7143245,"56479"
"3280","Schweich",7235125,"54338"
"3281","Marksuhl",16063052,"99819"
"3282","Kinderbeuern",7231067,"54538"
"3283","Friemar",16067022,"99869"
"3284","Busenberg",7340002,"76891"
"3285","Bissendorf",3459012,"49143"
"3286","Nußloch",8226060,"69226"
"3287","Hohenkirchen",13074032,"23968"
"3288","Wahlsburg",6633027,"37194"
"3289","Manching",9186137,"85077"
"3290","Neuss",5162024,"41462"
"3291","Freiburg im Breisgau",8311000,"79114"
"3292","Rosengarten",3353029,"21224"
"3293","Neubrunn",16066045,"98617"
"3294","Kratzenburg",7140075,"56154"
"3295","Hagen",5914000,"58119"
"3296","Simmern",7143071,"56337"
"3297","Bonn",5314000,"53123"
"3298","Beratzhausen",9375118,"93176"
"3299","Ronnenberg",3241014,"30952"
"3300","Suhl",16054000,"98529"
"3301","Wilstedt",3357055,"27412"
"3302","Irlbach",9278140,"94342"
"3303","Nienhagen",3351018,"29336"
"3304","Reute",8316036,"79276"
"3305","Liebenburg",3153008,"38704"
"3306","Ihlow",3452012,"26632"
"3307","Spangenberg",6634024,"34286"
"3308","Neuenkirchen",3459027,"49586"
"3309","Dessau-Roßlau",15001000,"06846"
"3310","Stadland",3461009,"26935"
"3311","Auhausen",9779117,"86736"
"3312","Otterberg",7335035,"67697"
"3313","Härtlingen",7143230,"56459"
"3314","Todtenweis",9771169,"86447"
"3315","Besigheim",8118007,"74354"
"3316","Ispringen",8236030,"75228"
"3317","Zaberfeld",8125108,"74374"
"3318","Maßbach",9672131,"97711"
"3319","Heßheim",7338012,"67258"
"3320","Millienhagen-Oebelitz",13073057,"18461"
